status,request_url,outputUrl
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG060/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135647-GA03FLMB-RIM01-02-CTDMOG060-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG060/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135700-GA03FLMB-RIM01-02-CTDMOG060-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG060/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135712-GA03FLMB-RIM01-02-CTDMOG060-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG061/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135725-GA03FLMB-RIM01-02-CTDMOG061-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG061/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135738-GA03FLMB-RIM01-02-CTDMOG061-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG061/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135751-GA03FLMB-RIM01-02-CTDMOG061-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG062/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135804-GA03FLMB-RIM01-02-CTDMOG062-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG062/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135817-GA03FLMB-RIM01-02-CTDMOG062-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG062/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135829-GA03FLMB-RIM01-02-CTDMOG062-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GA03FLMB/RIM01/02-CTDMOG063/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-03-21T02:30:00.000Z&endDT=2018-01-12T13:07:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T135842-GA03FLMB-RIM01-02-CTDMOG063-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
