type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,GA01SUMO-SBD12-04-PCO2AA000,,,,Lori,2019-08-01T11:53:00,,pco2_co2flux is an array of fill values for every deployment. See CP01CNSM-SBD12-04-PCO2AA000 for additional notes on potentially the same issue.
exclusion,GA01SUMO-SBD12-04-PCO2AA000,3.0,2017-01-01T00:00:00,2018-01-14T10:24:00,Lori,2019-08-01T11:58:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA01SUMO/GA01SUMO-SBD12-04-PCO2AA000/timeseries_plots_preferred_all/GA01SUMO-SBD12-04-PCO2AA000-pco2a_a_instrument_air-CO2%20Mole%20Fraction%20in%20Atmosphere.png,Suspect data - measured_air_co2 values increase to unreasonable values.
comment,GA01SUMO-SBD12-04-PCO2AA000,2.0,,,Lori,2019-08-01T12:09:00,,Data from  '2016-09-14T18:47:55' to '2016-09-23T23:47:45' are available in the telemetered data stream but not the recovered_host data stream These data should be available in the recovered data stream.
comment,GS01SUMO-SBD12-04-PCO2AA000,,,,Lori,2019-08-01T12:24:00,,pco2_co2flux is an array of fill values for both deployments. See CP01CNSM-SBD12-04-PCO2AA000 for additional notes on potentially the same issue.
exclusion,GS01SUMO-SBD12-04-PCO2AA000,2.0,2015-12-14T20:20:00,2016-12-12T07:58:00,Lori,2019-08-01T12:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-SBD12-04-PCO2AA000/timeseries_plots_preferred_all/GS01SUMO-SBD12-04-PCO2AA000-pco2a_a_instrument_air-CO2%20Mole%20Fraction%20in%20Atmosphere.png,Suspect data - measured_air_co2 values are too low and drop off to zero.
exclusion,GS01SUMO-SBD12-04-PCO2AA000,1.0,2015-02-18T00:00:00,2015-12-27T00:00:00,Lori,2019-08-01T12:30:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-SBD12-04-PCO2AA000/timeseries_plots/deployment0001/deployment0001_GS01SUMO-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered-measured_air_co2-2015-03-09.png,"Suspect data - values show regular pattern of gradually decreasing, then jumping 6-8 ppm, then instrument appears to fail. This should be investigated and annotated."
comment,GA03FLMA-RIS01-03-DOSTAD000,1.0,,,Lori,2019-08-01T13:21:00,,There is no pressure variable in the deployment 1 .nc file. This should be a coordinate.
exclusion,GA03FLMA-RIS01-03-DOSTAD000,1.0,2015-07-01T00:00:00,2015-11-22T12:08:00,Lori,2019-08-01T14:08:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA03FLMA/GA03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GA03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-03-17.png,Suspect data - see annotation ID 651.
exclusion,GA03FLMA-RIS01-03-DOSTAD000,3.0,2016-10-30T23:17:00,2018-01-09T12:15:00,Lori,2019-08-01T14:12:00,,Suspect data due to calibration error - annotation ID 433 needs to be updated when the issue is resolved.
comment,GA03FLMB-RIS01-03-DOSTAD000,1.0,,,Lori,2019-08-01T14:28:00,,There is no pressure variable in the deployment 1 .nc file. This should be a coordinate.
exclusion,GA03FLMB-RIS01-03-DOSTAD000,1.0,2015-09-01T00:00:00,2015-11-18T00:00:00,Lori,2019-08-01T14:32:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA03FLMB/GA03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GA03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-03-21.png,Suspect data after the gap - see annotation ID 652
exclusion,GA03FLMB-RIS01-03-DOSTAD000,2.0,2016-07-01T00:00:00,2016-11-01T00:00:00,Lori,2019-08-01T14:41:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA03FLMB/GA03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0002/deployment0002_GA03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-dissolved_oxygen-2015-11-21.png,Suspect data after the gap
exclusion,GA03FLMB-RIS01-03-DOSTAD000,3.0,2017-09-01T00:00:00,2018-01-12T00:00:00,Lori,2019-08-01T14:47:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA03FLMB/GA03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0003/deployment0003_GA03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-dissolved_oxygen-2016-10-31.png,Suspect data after the gap
exclusion,GI03FLMA-RIS01-03-DOSTAD000,1.0,2014-12-01T00:00:00,2015-08-08T10:41:00,Lori,2019-08-01T16:19:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GI03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-dissolved_oxygen-2014-09-12_rmoutliers.png,Suspect data - see annotation ID 772
exclusion,GI03FLMA-RIS01-03-DOSTAD000,4.0,2018-01-30T00:00:00,2018-06-15T00:00:00,Lori,2019-08-01T16:23:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0004/deployment0004_GI03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-dissolved_oxygen-2017-08-08.png,Suspect data at the end of the deployment.
exclusion,GI03FLMB-RIS01-03-DOSTAD000,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,Lori,2019-08-01T17:27:00,,Suspect data due to calibration error - see annotation ID 217
exclusion,GI03FLMB-RIS01-03-DOSTAD000,3.0,2016-07-13T15:49:00,2017-08-11T12:02:00,Lori,2019-08-01T17:37:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0003/deployment0003_GI03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2016-07-13_rmoutliers.png,Suspect data: 41% of estimated_oxygen_concentration values for this deployment are outside of global ranges
comment,GP03FLMA-RIS01-03-DOSTAD000,2.0,,,Lori,2019-08-01T19:04:00,,The deployment 2 .nc file is missing the pressure coordinate.
exclusion,GP03FLMA-RIS01-03-DOSTAD000,1.0,2013-07-21T22:44:00,2014-06-15T00:00:00,Lori,2019-08-01T19:13:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GP03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2013-07-21.png,Suspect data from biofouling - see annotation ID 774
exclusion,GP03FLMA-RIS01-03-DOSTAD000,2.0,2014-12-01T00:00:00,2015-06-05T00:00:00,Lori,2019-08-01T19:15:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0002/deployment0002_GP03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2014-06-17.png,Suspect data from biofouling - see annotation ID 775
exclusion,GP03FLMA-RIS01-03-DOSTAD000,3.0,2016-03-01T00:00:00,2016-06-28T19:10:00,Lori,2019-08-01T19:17:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0003/deployment0003_GP03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-06-06.png,Suspect data - values drop suddenly towards the end of the deployment
exclusion,GP03FLMA-RIS01-03-DOSTAD000,2.0,2014-06-17T00:00:00,2014-06-20T00:00:00,Lori,2019-08-01T19:24:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0002/deployment0002_GP03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2014-06-17_rmoutliers.png,"Suspect values at the beginning of the deployment, most likely while the mooring was settling."
exclusion,GP03FLMB-RIS01-03-DOSTAD000,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,Lori,2019-08-02T13:36:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GP03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2013-07-24.png,"Suspect data, likely due to biofouling - see annotation ID 776"
comment,GP03FLMB-RIS01-03-DOSTAD000,2.0,,,Lori,2019-08-02T13:33:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIS01-03-DOSTAD000/method_compare_plots/recovered_host-telemetered/deployment0002_GP03FLMB-RIS01-03-DOSTAD000_DO%20-%20Pressure%20Temp%20Sal%20Corrected_rmoutliers.png,There are 119 days for this deployment where dissolved_oxygen (umol kg-1) data are available in the telemetered stream and not in the recovered_host stream. These data should be available in the recovered_host data stream.
exclusion,GP03FLMB-RIS01-03-DOSTAD000,2.0,2014-10-31T00:00:00,2015-06-07T00:00:00,Lori,2019-08-02T13:36:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0002/deployment0002_GP03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2014-06-20.png,Suspect data likely due to biofouling - see annotation ID 777
annotation,GP03FLMB-RIS01-03-DOSTAD000,,,,Lori,2019-08-02T13:38:00,,Data gaps should be annotated.
comment,GS03FLMA-RIS01-03-DOSTAD000,1.0,,,Lori,2019-08-02T14:00:00,,The deployment 1 .nc file is missing the pressure coordinate.
exclusion,GS03FLMA-RIS01-03-DOSTAD000,1.0,2015-07-01T00:00:00,2015-12-18T12:33:00,Lori,2019-08-02T14:02:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS03FLMA/GS03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GS03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-02-26.png,Suspect data likely due to biofouling - see annotation ID 758
annotation,GS03FLMA-RIS01-03-DOSTAD000,3.0,,,Lori,2019-08-02T14:06:00,,Missing data should be annotated.
exclusion,GS03FLMA-RIS01-03-DOSTAD000,2.0,2016-02-12T00:00:00,2016-12-06T09:31:00,Lori,2019-08-02T14:07:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS03FLMA/GS03FLMA-RIS01-03-DOSTAD000/timeseries_plots/deployment0002/deployment0002_GS03FLMA-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-12-17.png,Suspect data likely due to biofouling - see annotation ID 759
comment,GS03FLMB-RIS01-03-DOSTAD000,,,,Lori,2019-08-02T14:16:00,,The deployments 1 and 3 .nc files are missing the pressure coordinate.
exclusion,GS03FLMB-RIS01-03-DOSTAD000,1.0,2015-10-20T00:00:00,2015-11-01T00:00:00,Lori,2019-08-02T14:45:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS03FLMB/GS03FLMB-RIS01-03-DOSTAD000/timeseries_plots/deployment0001/deployment0001_GS03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered-estimated_oxygen_concentration-2015-02-23_rmoutliers.png,Suspect data when the controller attempted to turn back on (annotation ID 753).
