type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,CE02SHBP-LJ01D-09-PCO2WB103,1.0,2014-09-10T15:43:00,2015-08-01T00:00:00,Lori,2019-11-14T18:02:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE02SHBP/CE02SHBP-LJ01D-09-PCO2WB103/timeseries_plots/deployment0001/deployment0001_CE02SHBP-LJ01D-09-PCO2WB103-streamed-pco2w_b_sami_data_record-pco2_seawater-2014-09-25.png,83% of the pco2_seawater values for this deployment are outside of global ranges - the global ranges should be updated to be from 200-2000 uatm
comment,CE02SHBP-LJ01D-09-PCO2WB103,3.0,2016-07-22T22:50:00,2017-09-09T03:30:00,Lori,2019-11-14T18:02:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE02SHBP/CE02SHBP-LJ01D-09-PCO2WB103/timeseries_plots/deployment0003/deployment0003_CE02SHBP-LJ01D-09-PCO2WB103-streamed-pco2w_b_sami_data_record-pco2_seawater-2016-07-25.png,95% of the pco2_seawater values for this deployment are outside of global ranges - the global ranges should be updated to be from 200-2000 uatm
comment,CE02SHBP-LJ01D-09-PCO2WB103,4.0,2017-09-10T14:30:00,2018-06-29T02:30:00,Lori,2019-11-14T18:03:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE02SHBP/CE02SHBP-LJ01D-09-PCO2WB103/timeseries_plots/deployment0004/deployment0004_CE02SHBP-LJ01D-09-PCO2WB103-streamed-pco2w_b_sami_data_record-pco2_seawater-2017-09-10_rmoutliers.png,99% of the pco2_seawater values for this deployment are outside of global ranges - the global ranges should be updated to be from 200-2000 uatm
comment,CE04OSBP-LJ01C-07-VEL3DC107,,,,Lori,2019-11-14T15:56:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE04OSBP/CE04OSBP-LJ01C-07-VEL3DC107/timeseries_plots/deployment0002/deployment0002_CE04OSBP-LJ01C-07-VEL3DC107-streamed-vel3d_cd_velocity_data-vel3d_c_northward_turbulent_velocity-2015-08-17.png,"When plotting the full-resolution dataset, the data ranges for the velocity parameters are outside of global ranges (-3 to 3 m s-1), particularly for deployments 1 and 2."
comment,CE04OSBP-LJ01C-08-OPTAAC104,,,,Lori,2019-11-14T16:00:00,,"According to Roesler and Barnard (Optical proxy for phytoplankton biomass in the absence of photophysiology: Rethinking the absorption line height, Methods in Oceanography, 2013), “absorption meters are highly prone to biofouling, particularly biofilms which not only attenuate the collimated beam but also impact the scattering properties of the optical surfaces and tubes. In productive coastal waters biofouling can have significant impacts (i.e. 10% of the signal) within one to two weeks”."
comment,CE04OSBP-LJ01C-08-OPTAAC104,,,,Lori,2019-11-14T16:01:00,,There is no pressure variable in any of the .nc files. This should be a coordinate.
annotation,CE04OSBP-LJ01C-08-OPTAAC104,1.0,,,Lori,2019-11-14T16:06:00,,"There are no data available for download from deployment 1. If there is a reason, the dataset should be annotated to alert users."
annotation,CE04OSBP-LJ01C-08-OPTAAC104,,,,Lori,2019-11-14T16:07:00,,The missing data for deployments 2 and 3 should be annotated.
comment,CE04OSBP-LJ01C-08-OPTAAC104,2.0,,,Lori,2019-11-14T16:10:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE04OSBP/CE04OSBP-LJ01C-08-OPTAAC104/timeseries_plots/deployment0002/deployment0002_CE04OSBP-LJ01C-08-OPTAAC104-streamed-optaa_sample-optical_absorption-2015-10-02.png,"Suspect data: 46% of optical_absorption values are NaNs, fill values, or outside of global ranges for this deployment."
comment,CE04OSBP-LJ01C-08-OPTAAC104,3.0,,,Lori,2019-11-14T16:12:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE04OSBP/CE04OSBP-LJ01C-08-OPTAAC104/timeseries_plots/deployment0003/deployment0003_CE04OSBP-LJ01C-08-OPTAAC104-streamed-optaa_sample-optical_absorption-2016-07-25.png,"Suspect data: 40% of beam_attenuation and 57% of optical_absorption values are NaNs, fill values, or outside of global ranges for this deployment."
