type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,CE05MOAS-GL319-01-PARADM000,,,,Lori,2019-05-01T12:37:00,,"sci_bsipar_par is the unscaled L0 PAR data product. The global ranges for this parameter are the same as for the scaled L1 PAR data product [0.0, 2500.0]. The global range for sci_bsipar_par should be reviewed."
annotation,CE05MOAS-GL319-01-PARADM000,5.0,,,Lori,2019-05-10T14:44:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL319/CE05MOAS-GL319-01-PARADM000/profile_plots/deployment0005/all_data_CE05MOAS-GL319-01-PARADM000-recovered_host-parad_m_par_zoom.png,"53% of the parad_m_par data for deployment 5 are outside of global ranges [0.0, 2500.0]. The majority of the values outside of global ranges are negative (plot zoomed to axis limits [-0.5, 0.5] attached)."
annotation,CE05MOAS-GL319-01-PARADM000,6.0,,,Lori,2019-05-10T14:45:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL319/CE05MOAS-GL319-01-PARADM000/profile_plots/deployment0006/all_data_CE05MOAS-GL319-01-PARADM000-recovered_host-parad_m_par_zoom.png,"50% of the parad_m_par data for deployment 6 are outside of global ranges [0.0, 2500.0]. The majority of the values outside of global ranges are negative (plot zoomed to axis limits [-0.5, 0.5] attached)."
comment,CE05MOAS-GL383-05-CTDGVM000,1.0,,,Lori,2019-05-01T13:46:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL383/CE05MOAS-GL383-05-CTDGVM000/profile_plots/deployment0001/rm_erroneous_data_CE05MOAS-GL383-05-CTDGVM000-recovered_host-sci_water_cond.png,"Two suspect data profiles (conductivity, salinity and density) on or around 2/20/2015 and 3/6/2015."
comment,CE05MOAS-GL383-05-CTDGVM000,2.0,,,Lori,2019-05-01T13:46:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL383/CE05MOAS-GL383-05-CTDGVM000/profile_plots/deployment0002/rm_erroneous_data_CE05MOAS-GL383-05-CTDGVM000-recovered_host-sci_water_cond.png,"Several suspect data profiles (conductivity, salinity and density) in the middle of the deployment."
annotation,CE05MOAS-GL383,3.0,,,Lori,2019-05-01T13:27:00,,Data should be annotated to explain why the deployment was so short.
annotation,CE05MOAS-GL383,4.0,2017-03-01T00:00:00,2017-04-10T00:00:00,Lori,2019-05-03T14:17:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL383/CE05MOAS-GL383-05-CTDGVM000/xsection_plots/deployment0004/rm_erroneous_data_CE05MOAS-GL383-05-CTDGVM000-recovered_host-sci_water_temp.png,"This glider looks like it had a sampling change (similar to glider 319, see annotation ID 1371). This dataset should be annotated."
comment,CE05MOAS-GL383-05-CTDGVM000,5.0,,,Lori,2019-05-01T13:47:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE05MOAS/CE05MOAS-GL383/CE05MOAS-GL383-05-CTDGVM000/profile_plots/deployment0005/rm_erroneous_data_CE05MOAS-GL383-05-CTDGVM000-recovered_host-sci_seawater_density.png,"Several suspect data profiles (conductivity, salinity and density) throughout the deployment."
comment,CE05MOAS-GL383-03-ADCPAM000,,,,Lori,2019-05-01T14:14:00,,The majority (80-90%) of the seawater velocity data for each deployment are NaNs or outside of global ranges. See the science variable output for details: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/CE05MOAS/CE05MOAS-GL383-03-ADCPAM000/CE05MOAS-GL383-03-ADCPAM000_sciencevar_summary.csv
comment,CE05MOAS-GL319-03-ADCPAM000,,,,Lori,2019-05-01T14:14:00,,The majority (75-95%) of the seawater velocity data for each deployment are NaNs or outside of global ranges. See the science variable output for details: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/CE05MOAS/CE05MOAS-GL319-03-ADCPAM000/CE05MOAS-GL319-03-ADCPAM000_sciencevar_summary.csv
