type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
annotation,CE09OSPM-WFP01-02-DOFSTK000,1.0,,,Leila,2019-02-22T15:50:00,,The data record ended long before the deployment end data. There is no annotation in the system to explain the gap.
annotation,CE09OSPM-WFP01-02-DOFSTK000,6.0,,,Leila,2019-02-21T14:24:00,,"Update annotation ID # 925 to indicate that the profiler was lost at see and no recovered data are expected. 
Two other issues with telemetered data need to be mentioned (1) the gaps in the data and (2) the change in the sampling rate. "
comment,GA01SUMO-RII11-02-CTDMOQ015,2.0,2016-01-30T00:00:00,2016-02-01T00:00:00,Lori,2019-02-07T19:57:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA01SUMO/GA01SUMO-RII11-02-CTDMOQ015/deployment0002_event/,"Salinity and density dropped suddenly, then returned to reasonable values. UPDATE: This appears to be a real event as it was captured by other CTDs on this mooring (GA01SUMO-RII11-02-CTDBPP031, 32, and 33)"
exclusion,GI01SUMO-RII11-02-CTDMOQ013,3.0,2016-07-10T17:44:00,2017-08-14T09:33:00,Lori,2019-02-04T14:12:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RII11-02-CTDMOQ013/deployment0003_issue/,"Temperature, salinity, and density are offset between the recovered_host/telemetered and recovered_inst datasets. Excluding data from this deployment for statistics as it's unclear which dataset is correct. This should be investigated and the incorrect dataset should be fixed or annotated to indicate which dataset is correct. "
exclusion,GI01SUMO-RII11-02-CTDMOQ014,2.0,2015-08-15T19:22:00,2016-07-19T00:00:00,Lori,2019-02-04T14:46:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RII11-02-CTDMOQ014/deployment0002_issue/,"Salinity and density increase gradually throughout the deployment, then drop back to values similar to the beginning of the deployment. This behavior isn't seen in surrounding CTDs and should be investigated and annotated if an issue is found. Excluding from final statistics."
exclusion,GI01SUMO-RII11-02-CTDMOQ016,2.0,2015-08-15T19:22:00,2016-07-19T00:00:00,Lori,2019-02-05T14:01:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RII11-02-CTDMOQ016/deployment0002_issue/,Salinity and density steadily increased throughout the deployment. This should be investigated and annotated to alert users of issues. Excluding from final statistics.
exclusion,GI01SUMO-RII11-02-CTDMOQ031,1.0,2014-11-20T00:00:00,2014-11-20T12:00:00,Lori,2019-02-05T14:22:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RII11-02-CTDMOQ031/deployment0001_issue/,"Conductivity (and salinity and density) dropped suddenly, then returned to reasonable values. Excluding data from final statistics."
exclusion,GI01SUMO-RII11-02-CTDMOQ031,1.0,2014-12-19T12:00:00,2014-12-20T06:00:00,Lori,2019-02-05T14:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RII11-02-CTDMOQ031/deployment0001_issue/,"Conductivity (and salinity and density) dropped suddenly, then returned to reasonable values. Excluding data from final statistics."
exclusion,GS01SUMO-RII11-02-CTDMOQ014,2.0,2016-11-08T00:00:00,2016-12-12T07:58:00,Lori,2019-02-06T17:17:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-RII11-02-CTDMOQ014/deployment0002_issue/,"Conductivity, density and salinity drop off at the end of the deployment. This should be investigated and annotated in uFrame. Excluding from final statistics."
exclusion,GS01SUMO-RII11-02-CTDMOR020,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,Lori,2019-02-06T20:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-RII11-02-CTDMOR020/deployment0001_issue/,"Annotation ID 749: ""High conductivity bias starting in the middle of the deployment (around July 2015)."" This should be investigated and the annotation should be updated. Excluding entire deployment from final statistics."
annotation,GS01SUMO-RII11-02-CTDMOQ011,2.0,2016-06-18T14:00:00,2016-07-12T15:45:00,Lori,2019-02-06T16:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-RII11-02-CTDMOQ011/deployment0002_issue/deployment0002_GS01SUMO-RII11-02-CTDMOQ011-recovered_inst-ctdmo_ghqr_instrument_recovered-ctdmo_seawater_pressure.png,"There is a 24 day gap in the data from 2016-06-18T14:00:01 to 2016-07-12T15:45:01 - this gap should either be filled in if the data are available, or annotated to inform users of the issue."
annotation,GS01SUMO-RII11-02-CTDMOQ015,2.0,2016-06-23T16:30:00,2016-07-12T15:45:00,Lori,2019-02-06T17:28:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-RII11-02-CTDMOQ015/deployment0002_issue/deployment0002_GS01SUMO-RII11-02-CTDMOQ015-recovered_inst-ctdmo_ghqr_instrument_recovered-ctdmo_seawater_pressure_rmoutliers.png,"There is an 18 day gap in the data from 2016-06-23T16:30:01 to 2016-07-12T15:45:01 - this gap should either be filled in if the data are available, or annotated to inform users of the issue."
comment,CP03ISSM-MFD35-06-PHSEND000,,,,Leila,2019-02-06T22:46:00,,pressure coordinate is missing from the netCDF files.
annotation,CP03ISSM-MFD35-06-PHSEND000,3.0,,,Leila,2019-02-06T22:52:00,,Add an annotation for missing  data from  telemetered and recovered_host.
annotation,CP03ISSM-MFD35-06-PHSEND000,3.0,,,Leila,2019-02-06T22:57:00,,Need an annotation for a 30 days gap at the end of deployment.
comment,CP03ISSM-MFD35-06-PHSEND000,6.0,,,Leila,2019-02-11T15:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD35-06-PHSEND000/method_compare_plots/recovered_host-recovered_inst/deployment0006_CP03ISSM-MFD35-06-PHSEND000_pH_rmoutliers.png,"14 days of the missing data ['2017-07-24T00:59:59', '2017-08-06T22:59:59'] are found in the telemetered and recovered host. Are recovered-inst data incomplete?"
exclusion,CP03ISSM-MFD35-06-PHSEND000,4.0,2014-12-14T18:52:00,2016-10-15T12:14:00,Leila,2019-02-11T15:33:00,,pH data for deployment 1 through 4 look suspect and are removed from statistical computations.
exclusion,CP03ISSM-MFD35-06-PHSEND000,6.0,2017-06-15T13:43:00,2017-11-01T14:17:00,Leila,2019-02-11T15:33:00,,pH data for deployment 6 are suspect and are removed from statistical computations.
