status,request_url,outputUrl
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/03-CTDPFK000/recovered_wfp/ctdpf_ckl_wfp_instrument_recovered?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T152833-CP02PMUI-WFP01-03-CTDPFK000-recovered_wfp-ctdpf_ckl_wfp_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/03-CTDPFK000/telemetered/ctdpf_ckl_wfp_instrument?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T152844-CP02PMUI-WFP01-03-CTDPFK000-telemetered-ctdpf_ckl_wfp_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/02-DOFSTK000/recovered_wfp/dofst_k_wfp_instrument_recovered?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T152900-CP02PMUI-WFP01-02-DOFSTK000-recovered_wfp-dofst_k_wfp_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/02-DOFSTK000/telemetered/dofst_k_wfp_instrument?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T152912-CP02PMUI-WFP01-02-DOFSTK000-telemetered-dofst_k_wfp_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/04-FLORTK000/recovered_wfp/flort_sample?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T152925-CP02PMUI-WFP01-04-FLORTK000-recovered_wfp-flort_sample/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/04-FLORTK000/telemetered/flort_sample?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T153053-CP02PMUI-WFP01-04-FLORTK000-telemetered-flort_sample/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/05-PARADK000/recovered_wfp/parad_k__stc_imodem_instrument_recovered?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T153253-CP02PMUI-WFP01-05-PARADK000-recovered_wfp-parad_k__stc_imodem_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/05-PARADK000/telemetered/parad_k__stc_imodem_instrument?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T153337-CP02PMUI-WFP01-05-PARADK000-telemetered-parad_k__stc_imodem_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/01-VEL3DK000/recovered_wfp/vel3d_k_wfp_instrument?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T153406-CP02PMUI-WFP01-01-VEL3DK000-recovered_wfp-vel3d_k_wfp_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/CP02PMUI/WFP01/01-VEL3DK000/telemetered/vel3d_k_wfp_stc_instrument?beginDT=2013-11-23T23:16:00.000Z&endDT=2018-04-11T21:49:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181218T153434-CP02PMUI-WFP01-01-VEL3DK000-telemetered-vel3d_k_wfp_stc_instrument/catalog.html
