status,request_url,outputUrl
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG060/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141653-GS03FLMB-RIM01-02-CTDMOG060-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG060/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141706-GS03FLMB-RIM01-02-CTDMOG060-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG060/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141720-GS03FLMB-RIM01-02-CTDMOG060-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG061/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141733-GS03FLMB-RIM01-02-CTDMOG061-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG061/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141747-GS03FLMB-RIM01-02-CTDMOG061-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG061/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141802-GS03FLMB-RIM01-02-CTDMOG061-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG062/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141816-GS03FLMB-RIM01-02-CTDMOG062-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG062/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141829-GS03FLMB-RIM01-02-CTDMOG062-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG062/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141841-GS03FLMB-RIM01-02-CTDMOG062-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GS03FLMB/RIM01/02-CTDMOG063/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2015-02-23T20:19:00.000Z&endDT=2017-12-03T12:32:00.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181219T141854-GS03FLMB-RIM01-02-CTDMOG063-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
